text,annotations
"Quidnet Energy’s $10M Series B Paves Way For Commercial Expansion. Quidnet Energy announced on Tuesday that it closed on a $10 million Series B round of financing and a contract with the New York State Energy Research and Development Authority for commercial demonstration of its Geomechanical Pumped Storage (GPS) technology. Subscribe to the Crunchbase Daily Based in Houston, Quidnet has offices in San Francisco and Saratoga Springs, New York. Its technology is a form of hydroelectric energy storage using time-tested well-drilling and construction technologies to pump water under pressure into subsurface geological reservoirs to store energy, the company said in a written statement. When variable renewable energy is not available, this water is released to drive hydroelectric turbines to power the electric grid. Existing investors Breakthrough Energy Ventures and Evok Innovations participated in the round, as well as new investors Trafigura and the Jeremy and Hannelore Grantham Environmental Trust , the company said in the statement. The new funding brings Quidnet’s total raise to $18 million since its inception in 2013, which includes an $8 million venture round in 2018, according to Crunchbase data. Quidnet said the new round of funding will help it work with electric utilities and deliver commercial-scale projects across the North American electric grid. The company also plans to expand its team and infrastructure. The investment will also fund the construction of near-term projects, including a 2-megawatt project implementing GPS as part of the company’s new contract with NYSERDA. Both the funding and new contract represent the start of deployment of commercial-scale facilities across priority markets, Quidnet Energy CEO Joe Zhou said in a written statement. “Integrating renewables and replacing retiring thermal generation require cost-effective long-duration electricity storage at an immense scale. While traditional pumped hydro has provided over 95 percent of the world’s grid-scale storage, that approach faces significant siting and cost limitations going forward,” he said. “Quidnet unlocks these constraints to fundamentally change the economics and deployment profile of long-duration storage.” Illustration: Li-Anne Dias","{'Quidnet': 'quidnetenergy.com', 'Trafigura': 'trafigura.com', 'Breakthrough Energy Ventures': 'breakthroughenergy.org', 'Jeremy and Hannelore Grantham Environmental Trust': 'granthamtrust.org', 'Quidnet Energy': 'quidnetenergy.com', 'Evok Innovations': 'evokinnovations.com'}"
"WhizAI Raises $4M To Advance Business Intelligence Software For Life Sciences. WhizAI , which touts itself as the first and only purpose-built cognitive insights platform for the life sciences, secured $4 million in seed funding. Subscribe to the Crunchbase Daily The Somerset, New Jersey-based company’s platform uses artificial intelligence, machine learning and scalability to learn the language and data of life sciences to provide insights to customers about business questions. “One thing we kept seeing was apps geared toward dashboards, but those are for people who are already tech savvy,” WhizAI co-founder and CEO Rohit Vashisht told Crunchbase News. “There are people who need data, but can’t use those products, so we created one. We focused first on the sales side of the pharmaceutical business. They can use SMS to text a question, and WhizAI pulls the data and puts it into a chart.” Healthy Ventures led the round, with participation from Bling Capital , Firebolt Ventures and existing investors. WhizAI previously raised $2.5 million in other seed rounds and other investments a few years ago, according to Crunchbase data. With this new investment, the company has raised more than $6.5 million since being founded in 2017. As part of the financing, Healthy Ventures’ founder and general partner Anya Schiess will join WhizAI’s board of directors. The new funding will be used for product development, new hires and to increase sales and marketing, Vashisht said. In terms of growth, WhizAI has 43 employees right now at its offices in New Jersey, India and Ukraine, having grown from 19 three months ago. By the end of the year, Vashisht expects that number to be about 70. Revenue has grown five times between 2019 and 2020, and he anticipates the same next year. “We are seeing very rapid growth, especially now that we have signed a major contract with a global pharmaceutical company that will have thousands of users,” he said. “We also plan to have a small office in Europe and will go live in 26 countries.” Illustration: Li-Anne Dias","{'WhizAI': 'whiz.ai', 'Healthy Ventures': 'healthy.vc', 'Bling Capital': 'blingcap.com', 'Firebolt Ventures': 'fireboltventures.com'}"
"Filing: OLED Manufacturing Startup Kateeva To Lay Off 144 People, Execs Included. Organic LED manufacturing startup Kateeva slashed its staff, according to a filing with the state of California. Subscribe to the Crunchbase Daily Kateeva chief people officer Monica Kaldani-Nasif wrote in a letter to the state’s Employment Development Department on Jan. 27 that the company would be laying off 144 employees. A WARN notice from the EDD indicated that the layoffs would be effective Jan. 31. “The company plans to effectuate the entire reduction-in-force–affecting a total of 144 employees–in one mass layoff to occur on the layoff date, except for a limited number* of employees who will provide transition services during the 60-day notice period,” Kaldani-Nasif wrote. Reporter’s note: The “*” in the excerpt above is tied to positions listed in the document that would remain with Kateeva for a transition period. Kaldani-Nasif also wrote that the company would compensate employees laid off before the end of the 60-day notice. Companies in California are required to give a 60-day notice before mass layoffs. Positions ranging from software engineer to director of advanced research and development were listed as part of the layoffs. Executive positions including president, chief marketing officer and chief operating officer were also listed among the layoffs, though they were marked with an asterisk to indicate that the employees in those positions would be providing transition services over the following two months. Kateeva developed an inkjet printer to manufacture OLED screens in large quantities. The company is based in Newark, California. Kateeva raised $126 million in total funding from investors including Sigma Partners and TCL Capital , according to Crunchbase. It last raised money in May 2016, for its $88 million Series E. We reached out to Kateeva via its press email on Wednesday afternoon and haven’t heard back yet. A phone call to Kateeva’s phone operator led to a full voicemail. Illustration Credit: Li-Anne Dias","{'Kateeva': 'kateeva.com', 'TCL Capital': 'capital-en.tcl.com', 'Sigma Partners': 'sigmapartners.com'}"
"Getting Their Gobble On: Food Delivery Funding In 2019 . Food delivery is an interesting category. It’s not a new concept, but tech has enabled it to be done more efficiently on the consumer end. Lots of startups have popped up in the space in recent years, they’ve become popular among consumers, and many companies have grown extremely fast. Crunchbase News has written plenty about food delivery companies before, including about how one even managed to make an adjusted profit . But as the year ends, we wanted to take a look at how much venture capital love (i.e. funding) the space had received so far this year. Subscribe to the Crunchbase Daily A couple of caveats about the data: the numbers focus on venture capital and exclude non-venture funding (private equity, venture debt, grants, etc.) and include companies tagged with “food delivery” in Crunchbase’s data set. It’s possible there’s a lag in reporting funding, so the data may not be perfect, but it’s a pretty good guiding metric. Lastly, Q4 of 2019 isn’t over yet, so it’s possible that food delivery companies could receive a flood of cash in the next month or so and significantly change the funding totals for this quarter and this year. So far in Q4 this year, food delivery companies have received nearly $387 million in total venture capital funding. That’s significantly less than during the same period last year. Between Oct. 1, 2018 and Nov. 26, 2018, food delivery companies brought in almost $6.2 billion in VC dollars. For all of Q4 2018, food delivery companies received close to $7.3 billion in funding. That’s pretty different from the situation this year. In 2019 so far, food delivery companies have received around $3.8 billion in funding, which is less than how much companies in the space received in just Q4 of last year. Last year, food delivery companies received around $11 billion in funding over the course of the whole year (it was about $10 billion by Nov.26, 2018), while so far this year, it’s about $3.8 billion. Colombia’s Rappi had the largest venture capital funding round of food delivery companies in 2019, with the startup bringing in $1 billion in its Series E round. This year has also seen DoorDash pull in huge chunks of cash, with the company raising $1 billion in venture capital this year through its $400 million Series F in February and its $600 million Series G in May. Food delivery hasn’t been without its fair share of problems and speculation this year: DoorDash came under fire for its tipping practices and we’re still waiting on Postmates to go public. So while the funding totals for this year lag behind last year, high-profile companies are still pulling in serious cash. Illustration Credit: Li-Anne Dias","{'Postmates': 'postmates.com', 'DoorDash': 'doordash.com', 'Rappi': 'rappi.com'}"
"Steady Raises $15M Series B. The COVID-19 pandemic closed down restaurants, stores, event venues and countless other businesses, costing millions of people their jobs. Subscribe to the Crunchbase Daily With 1.5 million people filing for first-time unemployment benefits for the week ending June 6, finding a job is no easy task. That’s why Atlanta-based startup Steady wants to help–and it raised $15 million in a Series B round to do so. The premise of Steady is to help low-to-moderate-income workers figure out how they can make more money. The company acquired data and analyzed it to determine how people earn money and tie that information back to their skills, experience and geography to help fill in income gaps and better spend their time. For example, if a person is earning $11 per hour working at a store, Steady will point out if a store across the street is hiring for a role that requires similar tasks, but pays more. But with the COVID-19 pandemic, the company basically had to take a step back and reassess. “Right now, people just don’t have money, period,” CEO Adam Roseman said, pointing out that although many people who lost their jobs receive unemployment benefits, the CARES Act is set to expire at the end of July. Now, the company’s goal is to give people a “fighting chance” to find work by directing them to opportunities where they have the highest likelihood of getting hired. That means weeding out postings for jobs at companies that have frozen hiring, for example. Steady, along with investor Shaquille O’Neal , introduced the Steady Together Initiative, which distributed $2 million in emergency cash grants for members who lost their income. A lot of the new funding will be invested in the company’s data architecture, and the rest will be used to address other challenges associated with not having a job (think things like telemedicine support without a subscription fee). “I think [our] No. 1 (goal) is worker impact,” Roseman said. “The lives of the working-class American population are just getting smashed.” Since Steady is a for-profit company, its secondary goal is aligning its revenue stream with user impact, he said. The company makes money through partnerships in its personalized marketplace for financial services and benefits. Steady partners with companies that provide services like no-fee digital checking accounts. If, for example, Steady sees in a member’s bank account that they are paying a lot of overdraft fees, it will refer the member to a no-fee digital checking account and split the referral fee with the member. Steady has products for reducing costs like care insurance and student loan payments, and will be announcing a consumer-facing revenue stream in the near future, Roseman said. The company sees itself as something like a 21st century version of a union, Roseman said. When it goes out to negotiate benefits and partnerships, there’s strength in the fact that the Steady community has 2 million members. In terms of growth, Steady has doubled its user base over the last nine months, reaching the 2 million member mark. Its first quarter revenue for 2020 has already surpassed revenue for all of 2019, and it’s continuing to accelerate, Roseman said. Recruit Strategic Partners led the Series B round, with participation from investors including Flourish Ventures and Propel Venture Partners . Steady raised its $9 million Series A in August 2018. Illustration: Li-Anne Dias","{'Steady': 'steadyhq.com', 'Flourish Ventures': 'flourishventures.com', 'Recruit Strategic Partners': 'recruitstrategicpartners.com', 'Propel Venture Partners': 'propel.vc'}"
"How Legal Weed Disrupted This Flower Startup’s Supply Chain. Christina Stembel clearly remembers the day after California legalized recreational marijuana. That day in November 2016 was a tipping point for one of the biggest pivots her then-six-year-old startup, Farmgirl Flowers, had made to date. “The day after the vote went through and it was a ‘yes’ in California, our largest calla lily grower in California took out all of their calla lilies to put in cannabis instead … to get the soil ready for it,” Stembel said during an interview for Yahoo Finance’s Breakouts series. “It was pretty immediate,” she said. “And we had to change our entire supply chain in four months, otherwise we wouldn’t have had enough flowers for Valentine’s Day after the vote.” Stembel, 42, is founder and CEO of Farmgirl Flowers, a San Francisco-based e-commerce flower bouquet delivery company that brought in $30 million in sales last year. Selling an assortment of burlap-wrapped anemones, poppies and calla lilies, Stembel and her team of more than 160 employees have aimed to disrupt a multi-billion floriculture industry rooted in more old-fashioned, cellophane-wrapped arrangements of blood-red roses and baby’s breath. But Stembel’s business itself was disrupted by recreational cannabis legalization in her company’s home state. After the legalization vote, many of the local suppliers she’d once leaned on to provide the flowers that made up her bouquets were suddenly turning to a new crop. “There’re only so many farms out there in the United States now,” said Stembel. “And if they can make $2 a square foot or $1.50 a square foot on cannabis, versus $0.05 or $0.10 on snap dragons, it’s a very easy choice for them.” “I don’t blame them for that,” she added. “They’re business people as well. But there’s definitely a lot of the flower farmers [that] have switched to growing a lot more cannabis and less flowers for that reason alone.” The U.S. cannabis industry is poised to become a near $30 billion industry by 2025, according to New Frontier Data . That would begin to close in on the U.S. floriculture industry, which saw just under $35 billion in sales in 2019 , according to Bureau of Economic Analysis data. And unlike the cannabis industry, which is expected to see sales rise at a compounded annual growth rate of 14% through 2025, floriculture sales have stagnated in the low-$30 million range for years. Farmgirl Flowers has been far from the only player in the cut flower industry to take a hit from burgeoning legal recreational cannabis market. A number of reports have highlighted former Californian flower growers who switched to cannabis, as rising competition from cheaper flowers coming from Latin America drove down prices they could command from their existing flower crops. And incidentally, Latin America was ultimately where Stembel turned when her former suppliers in the U.S. had shriveled on the vine. After nearly seven years of sourcing from local farmers, Stembel wrote an open letter to her customers explaining her decision, and began buying from farmers in South America. The decision was driven both by the disruption from cannabis legalization, and by a broader inability to find enough U.S.-based farms willing to sell to her start-up to keep pace with customer orders. “We just ran out of supply,” Stembel said. “There was not a supply for our demand, and so I needed to do something different. Or I needed to either stop doing business or stay a very small business and not scale.” To date, the shift in sourcing has so far worked for Farmgirl Flowers, with the company consistently delivering between 6,000 and 8,000 bouquets per week across 48 states. For the week of Valentine’s Day 2019, Stembel anticipates that number will jump more than 50% over last year to 30,000. Eventually, Stembel said the pendulum may swing back in the other direction and that farmers may begin shifting back to growing flowers, once the cannabis industry matures and the cultivation market becomes saturated. “If everybody is growing cannabis, there’s going to be a point, which we probably have already met, where we just have oversupply,” she said. “Maybe it’ll shift back a little bit, but in the meantime, we’re going to have to find other options.” — Emily McCormick is a reporter for Yahoo Finance. Follow her on Twitter: @emily_mcck Read more from Emily: Farmgirl Flowers became a multimillion dollar e-commerce startup without a penny in VC OKCupid is changing how people use dating apps amid an international expansion ‘Most of the job growth is happening with people over age 55’: Economist Netflix 4Q subscriber growth tops expectations, but guidance disappoints Tesla 4Q earnings top expectations, company sees 500K+ deliveries in 2020 Follow Yahoo Finance on Twitter , Facebook , Instagram , Flipboard , LinkedIn , and reddit . Find live stock market quotes and the latest business and finance news","{'Tesla': 'tesla.com', 'Farmgirl Flowers': 'farmgirlflowers.com', 'Netflix': 'netflix.com', 'OKCupid': 'okcupid.com'}"
"Legal Tech Platform Bodhala Brings In $10M To Help Clients Streamline Spending. Law firms are not always the quickest at adopting new technology, but two Harvard Law School grads are hoping to change that. Subscribe to the Crunchbase Daily Raj Goyle and Ketan Jhaveri started New York City-based Bodhala , a data-intelligence and legal technology platform, to disrupt how law firms charge for outside services. Companies spend about $500 billion annually on outside counsel, while hourly billing rates track at nearly four times the rate of inflation, Goyle said. Bodhala applies data science, machine learning and analytic insights to help companies analyze, interpret and optimize outside counsel spend. “Right now, even the most sophisticated company doesn’t have an idea of what something should cost,” Goyle said. “We have built algorithms that when a law firm puts invoices through the software, it gives them insight and analytics on things such as why so many lawyers are working on a case, why they chose an expensive law firm or why they paid that hourly billing. Our database helps companies understand what is wrong with what they are spending and how to correct it.” To help achieve that goal, the 5-year-old company closed on a $10 million investment round on Wednesday, led by Edison Partners , a growth equity investment firm which most recently led a $17.5 million round of funding for Austin-based Overhaul, a supply chain tech startup. “Bodhala is a quite disruptive technology around analyzing spend and offering suggestions,” said Daniel Herscovici, partner at Edison Partners. “As more and more buyers adopt this technology, the more influential it will be. The company has the potential to become the standard for transparency, codifying and transforming the legal industry.” With this round of funding, Bodhala has raised a total of $15 million, according to Goyle. The company will use the funds for product expansion, and sales and market acceleration, as it transforms and modernizes the purchase of outside counsel services. Bodhala has 35 employees, and Goyle said the company intends on “doubling down on the business” to grow every aspect from business development to data, and marketing over the next two years. The company currently has several dozen clients, as well as potential new clients in financial services, health care services, insurance, energy and private equity. Revenue jumped 300 percent over 2019, and Goyle expects that kind of growth to stick around in the near term. Illustration: Li-Anne Dias","{'Overhaul': 'over-haul.com', 'Bodhala': 'bodhala.com', 'Edison Partners': 'edisonpartners.com'}"
"Pricey Hardware And Subscription Revenue Drive Millions Into Connected Exercise Equipment Startups. It’s the holiday season, which for you likely means lots of travel, shopping, and, of course, food. Lots and lots of calorically dense food. Barring a lot of self-discipline, most of us will start 2020 a little softer around the edges. Subscribe to the Crunchbase Daily New year, new you, right? A lot of us will end up hitting the gym, but if you have the space and cash to swing it, there are an increasing number of home fitness options to consider. Now, to be clear, the idea of buying a treadmill or stationary bike or rowing machine for home use is not new. What is new, however, are the slew of internet-connected fitness equipment offerings with classes and progress tracking on a subscription basis, allowing companies to capture value not just from the sale of physical hardware (a typically low-margin business) and long-term revenue on high-margin services over time. This business model is compelling to some venture capitalists, who’ve poured millions of dollars into the connected exercise equipment sector. In the chart below, we plot the total venture capital raised by companies in the connected fitness sector. Peloton is likely the best-known venture on the list. The connected stationary bike and treadmill company helped to create the business model described earlier. In Crunchbase News’s coverage of the company’s S-1 filing prior to its IPO, we showed how an ever-larger proportion of Peloton’s revenue is attributable to subscription revenue. Its stationary bike costs over $2,200, but to access the guided spin classes with energetic instructors, its customers pay an additional $39 per month for the privilege. Tonal is another. Its nearly $3,000 (plus tax and delivery) wall-mounted resistance training device has a $49 per month membership fee, which, like Peloton, grants Tonal users access to the company’s class catalog. A MIRROR , similarly, costs nearly $1,500 (plus a $250 installation fee) but requires a $39 monthly subscription to use. Otherwise it’s just a wall-mounted mirror. Clearly, these devices are marketed to and priced for people with a fair amount of disposable income. The devices themselves are not inexpensive. The subscription fees may be nominal, relative to a gym membership and the extra hassle of commuting to a workout, but if people stop paying them, the devices either stop working, or they lose the tech-enabled “magic” that makes the equipment so appealing to a certain segment of the market. It’s a figurative treadmill involving, in some cases, a literal treadmill. The premise of hooking a fitness fanatic for life is an appealing one for sure, but it can be costly. Illustration: Dom Guzman","{'Tonal': 'tonal.com', 'MIRROR': 'mirror.co', 'Peloton': 'onepeloton.com'}"
"Peloton’s Recovery Paints The Market Bullish. Morning Markets: Peloton is back above its IPO price after a trip to the doldrums. Perhaps the public market is already over its flight-to-quality and focus on profits. When Peloton filed to go public, the consumer-exercise phenom received wall-to-wall coverage. Given the company’s high marketing spend, its brand was well known even by non-users. So, the press couldn’t help itself. Crunchbase News included . Subscribe to the Crunchbase Daily Investors seemed similarly intrigued. After setting a $26 to $29 per-share IPO price range , Peloton, fueled by hundreds of millions of dollars in venture capital , was set to roughly double its final private valuation . Eventually pricing at $29 per share , Peloton started life as a public company worth about $8.1 billion. But then things went off the rails. Peloton opened at $27 per share and closed its first day as a public company worth under $26 per share. The result looked like a sharp rebuke of the company’s newly-extended valuation. And as SmileDirectClub , Uber , Lyft , and others struggled as public companies Peloton was looped into the idea that investors were clamping down valuation — and, therefore, revenue multiples — for tech-ish companies not selling software. Software companies sport high margins, and a high percentage of their revenue often recurs. The market values that particular cocktail richly, especially in recent quarters . When Peloton’s shares were falling alongside those of many of its newly-public brethren, it appeared that the market was cutting the prices of tech- enabled companies, in contrast to how it valued tech companies themselves. 1 But then something odd happened: Peloton’s shares rallied. The company, which reported earnings on Nov. 5, has recently seen its shares price not only recover from declines but surge past its IPO price. Heading into trading today, Peloton is worth $30.25 per share, after surging over 11 percent yesterday. In snark-parlance, this is called a narrative violation. For Peloton shareholders, it’s a welcome result. But what does it mean for startups? In recent years, the startup mantra has been something like ‘growth at all costs.’ Investors liked high-growth companies, and have been more willing to overlook massive losses if a company reported quickly growing revenue. The idea has been that if high-growth, cash-burning companies are well-funded, they can grow quickly and eventually turn a profit, bringing in outsized returns for their investors. It’s only been recently (within the past few months) that disappointing IPOs have turned people’s attention toward unit economics and profitability . But maybe that was just a brief distraction, and growth is back en vogue. We’ll be able to tell by looking at how other high-growth, money-losing companies perform on the public markets to tell us if growth really is back in; in contrast, if other companies that fit the bill don’t see rising values, Peloton would be merely bucking a trend instead of showing that the trend itself is changing. The public markets haven’t been kind to unicorns like Uber and Lyft , but if their stock starts to rise, it could be an indication that investors have more faith in high-growth companies than has been the sentiment recently. A change in market sentiment could also have an impact on the IPO market. While 2019 has seen a crop of lackluster IPOs (the stock prices of companies being below the set price on its first day of trading and beyond), a shift in attitude back towards fast growth being more important than profits could allow for better public market reception of companies that still lose money. Time and market activity will tell. Illustration: Dom Guzman Look to the gross margins, young Padawan. ?","{'Uber': 'uber.com', 'SmileDirectClub': 'smiledirectclub.com', 'Lyft': 'lyft.com', 'Peloton': 'onepeloton.com'}"
"Hippo Insurance Acquires Sheltr. Home insurance startup Hippo bought home maintenance startup Sheltr , its first acquisition, the companies announced Thursday. Subscribe to the Crunchbase Daily Hippo sells home insurance, using technology to find issues in homes before they become large, expensive problems. The idea has found wide backing, with the company raising $209 million in total funding to date, according to Crunchbase. To take a more proactive approach to home insurance, Hippo conducted a variety of pilot programs, including using Sheltr, to spot issues in homes before they became larger problems, according to Daniel Blanaru , the company’s VP of Growth Initiatives. “As we were doing that over the last couple of years, the Sheltr team really stood out not only in the quality of technology, as well as the operational sort of sophistication that they brought to their business, but more so it was their alignment with Hippo on customers, value of services,” Blanaru said in an interview with Crunchbase News. Sheltr helps homeowners with maintaining their properties by doing home checkups, writing up home “health summaries,” and connecting homeowners with professionals for maintenance services if there’s ever a breakdown, according to its website. Hippo wasn’t looking to make acquisitions, but after working with the Sheltr team, bringing them in-house was a “no brainer,” Blanaru said. Hippo isn’t disclosing how much it paid for Sheltr, which was founded earlier this year and has about $3.2 million in seed funding, according to Crunchbase. The company isn’t ruling out more acquisitions in the future, but they will be a rarity and only happen if it makes sense, Blanaru said. “We’ve been working (with Hippo) for much of Sheltr’s life, obviously we’re a really young company,” Sheltr CEO Andrew Wynn said. “But as we partnered with a lot of players in the space, it became really apparent that Hippo’s focus on customers and its proactive approach to insurance wasn’t skin deep.” Sheltr has eight employees, who will join Hippo’s approximately 200-person workforce. Hippo is trying to move away from the model where insurers only interact with customers when they pay a bill or submit a claim, Blanaru said. The company is trying to create more of a relationship with customers by taking a proactive approach to home insurance, rather than just react when something happens. For example, Hippo takes aerial images of homes to see if there is any discoloration or problems with a roof and sends customers “smart home kits” that will alert them to issues like water leaks. “For us it’s really leading the charge on a broader trend of insurance being the entry point to support and enable homeowners on a broader level,” Blanaru said. Illustration Credit: Li-Anne Dias","{'Sheltr': 'getsheltr.com', 'Hippo': 'myhippo.com', 'Hippo Insurance': 'myhippo.com'}"
"Brex Cuts Staff After Raising $150M. A little over a week after announcing $150 million in new funding, fintech startup Brex is laying off part of its staff. Subscribe to the Crunchbase Daily In a blog post published Friday, co-CEOs Pedro Franceschi and Henrique Dubugras wrote that 62 people would be let go. The company, best known for its corporate credit cards for startups, will be prioritizing building over growing this next year, according to the post. “Three months in, it’s clear that the impact of COVID-19 won’t be short-lived. We know that the pace of growth won’t be what we expected for the foreseeable future,” the CEOs wrote. “This unique situation created the space for us to think about the future of Brex, and how we could use this time to accelerate our mission — to reimagine financial systems so every growing company can realize their full potential.” The company will be taking another look at investments that don’t make sense, and some teams will be reduced, along with changed roles and some people being asked to switch teams. Brex is far from the first well-funded, buzzy startup to have layoffs amid the COVID-19 pandemic. But the layoffs are a bit surprising, given that the company announced just last week it raised $150 million in funding in a round from investors including Lone Pine Capital and DST Global that valued the company at just over $3 billion. “I’m glad this round came together, but if it hadn’t, we would’ve been fine,” Dubugras recently told TechCrunch in an interview about the new round. “The capital is so we can play offensive while everyone else plays defensive.” In a statement announcing the new funding, Brex said it would be using the money to invest in engineering, product and design. It also planned to “use a combination of organic efforts as well as small acquisitions to supplement its hiring and product development efforts.” Illustration: Dom Guzman","{'DST Global': 'dst-global.com', 'Brex': 'brex.com', 'Lone Pine Capital': 'lonepinecapital.com'}"
"VC Satisfies Its Sweet Tooth By Giving Insomnia Cookies $3.93M In Capital. Insomnia Cookies , a mainstay on college campuses for late night warm, gooey cookie delivery, has raised $3.93 million in equity-based financing, according to a Form D filing. This is the company’s first known venture capital funding to date. Insomnia did not immediately respond to a request for comment. Subscribe to the Crunchbase Daily But here’s what we do know: In 2018, Krispy Kreme Doughnut Corp. acquired a majority stake in the cookie chain, which some reports valuing Insomnia at $500 million . Insomnia was allowed to work as an independent company. Insomnia was founded in a dorm room in 2003 by Seth Berkowitz, a student at the University of Pennsylvania. Three years later, it opened its first brick-and-mortar store in Syracuse, New York. Mix in some food trucks, an app, and a goodbye to food trucks, and Insomnia has since grown to over 155 locations. It caters to both individuals and companies. In 2019, it expanded to new locations, like Brooklyn and Austin. Beyond its gooey double chocolate chunk and limited edition red velvet cookies, Insomnia’s strength (and differentiation from a run of the mill bakery) comes from its late night delivery services. In fact, the company’s senior director of marketing, Megan Bruton, told CNBC that college campuses were “where the business started and with good reason.” The statement continued to say that late night delivery “is music to any college student’s ears after a long night of studying, or being out until the bars close.” In fact, my college campus has one too , and it made a regular appearance at our school newspaper meetings. We’ll have more when Berkowitz gets back to me, but one thing is for sure: some investors have found Insomnia’s growth from dorm room idea to hundreds of locations as a craving definitely worth cashing in on. Bring on the dough.","{'Insomnia Cookies': 'insomniacookies.com', 'Krispy Kreme Doughnut Corp.': 'krispykreme.com', 'Insomnia': 'insomniacookies.com'}"
"Lululemon To Buy Mirror For $500M. Athleisure company Lululemon has agreed to buy connected fitness startup Mirror for $500 million, the companies announced this week. Subscribe to the Crunchbase Daily When the acquisition is completed, Mirror will operate as a standalone company within Lululemon, and Mirror CEO Brynn Putnam will continue working as the fitness startup’s chief executive, according to a statement from the company. Mirror, which is backed by investors including Spark Capital , Point72 Ventures and Lululemon, has live classes, on-demand workouts, and personal training options. The company, which launched in 2018, is based in New York. “In 2019, we detailed our vision to be the experiential brand that ignites a community of people living the sweatlife through sweat, grow and connect,” Lululemon CEO Calvin McDonald said in a statement. “The acquisition of MIRROR is an exciting opportunity to build upon that vision, enhance our digital and interactive capabilities, and deepen our roots in the sweatlife. We look forward to learning from and working with Brynn Putnam and the team at MIRROR to accelerate the growth of personalized in-home fitness.” Connected fitness has certainly become a popular sector for startup investments, as we’ve written about before . Additionally, there’s been an increase in demand for at-home fitness companies like Mirror and Peloton since the outbreak of the COVID-19 pandemic. Sales for at-home fitness equipment has soared, and gyms have also started renting out their spin bikes and other equipment to bring in revenue while they’ve remained closed. And with many people staying home, it’s not a far stretch to say there’s also likely been more people in athleisure or comfort-wear, like what Lululemon offers. Mirror last raised money with its $34 million Series B in October 2019. Point72 Ventures led the round, and Lululemon participated as an investor. Illustration: Dom Guzman","{'Mirror': 'mirror.co', 'Lululemon': 'eu.lululemon.com', 'Spark Capital': 'sparkcapital.com', 'Peloton': 'onepeloton.com', 'MIRROR': 'mirror.co', 'Point72 Ventures': 'point72.com'}"
